# Modern optical engineering 
# Fig 19.35 P. 568

98.320, 11.32, 1.717, 48.0, 40.0
358.29, 0.4, 1, nan, 40.0
46.32, 20.0, 1.643, 48.0, 36.0
nan, 2.0, 1.589, 40.9, 36.0
28.6580, 14.0, 1, nan, 24.5
nan, 10.0, 1.0, nan, 24.3
-41.320, 6.0, 1.762, 26.5, 24.0
60.8, 22.0, 1.744, 44.7, 30.0
-55.0, 13.0, 1.0, nan, 30.0
90.2, 16.0, 1.717, 48.0, 28.0
-212.58, 56.424, 1.0, nan, 28.0
